,ID,brand,model,year,worked,price,color,engine_status,chassis_status,body_status,insurance_deadline
0,QYaSIycd,land-rover,,1987,76000,160000000,آبی,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,10
1,QYq-D2SF,peugeot,206,1395,110000,183000000,سفید,سالم,سالم و پلمپ,رنگu200cشدگی، در ۲ ناحیه,6
2,QYqCUDLr,peugeot,206-sd,1396,62000,240000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,12
3,QYqyj72F,peugeot,405,1384,333000,48000000,خاکستری,,,,4
4,QYqyDse2,pride,sedan,1381,200000,35000000,سفید,سالم,,دوررنگ,12
5,QYquTSmH,saina,manual,1400,47,183000000,نوکu200cمدادی,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,12
6,QYq6Tl7p,peugeot,207i,1400,0,350000000,سفید صدفی,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,12
7,QYqyzH8X,samand,lx,1399,27000,240000000,خاکستری,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,12
8,QYqyzBtY,paykan,pickup,1392,170000,122000000,سفید,سالم,سالم و پلمپ,خط و خش جزیی,9
9,QYqyTADw,peugeot,pars,1398,31000,248000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,12
10,QYquj811,peugeot,2008,1398,19000,1030000000,مشکی,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,7
11,QYqyTCed,peugeot,405,1391,150000,117000000,خاکستری,سالم,سالم و پلمپ,دوررنگ,3
12,QYqqjNzt,runna,el,1391,196000,145000000,سفید,سالم,,,10
13,QYe-CXG4,peugeot,pars,1395,80,195000000,نوکu200cمدادی,سالم,سالم و پلمپ,رنگu200cشدگی، در ۲ ناحیه,9
14,QYqyjEbx,samand,se,1391,280000,115000000,سفید,سالم,,,7
15,QYquDWcv,peugeot,207i,1399,50000,312000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,7
16,QYqKAL0-,peugeot,pars,1388,230000,136000000,سفید,سالم,سالم و پلمپ,خط و خش جزیی,12
17,QYqij0TW,brilliance,h220,1397,95000,235000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,9
18,QYqqTfy-,toyota,aurion,2011,40000,2600000000,مشکی,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,2
19,QYqqzOwj,dongfeng,h30-cross,1395,69000,325000000,اطلسی,سالم,,,6
20,QYqiDULk,renault,pars-tondar,1394,128000,238000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,9
21,QYaGFlps,renault,tondar-90-plus,1398,0,550000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,8
22,QYqmDJz9,paykan,petrol,1366,200000,45000000,آبی,سالم,رنگu200cشده,دوررنگ,2
23,QYqezAA4,renault,sandero-stepway,1397,36000,530000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,6
24,QYqeD4WA,peugeot,pars,1396,50000,219000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,11
25,QYRy_emk,kia,sorento,2012,176000,1150000000,قهوهu200cای,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,10
26,QYqeDITl,peugeot,206,1391,91000,148000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,6
27,QYqajUGd,peugeot,207i,1398,40000,298000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,7
28,QYqijM0v,pride,131,1395,69800,120000000,نوکu200cمدادی,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,6
29,QYqajkt3,pride,131,1398,45000,118000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,3
30,QYqajZ1p,kia,cerato,2012,123000,535000000,مشکی,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,12
31,QYqaDiZ9,kia,cerato,2013,108000,580000000,سفید صدفی,سالم,سالم و پلمپ,رنگu200cشدگی، در چند ناحیه,11
32,QYqazakX,tiba,hatchback,1398,35000,156000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,8
33,QYqaj-Gg,peugeot,roa,1387,350000,70000000,نوکu200cمدادی,سالم,سالم و پلمپ,دوررنگ,4
34,QYqSjqpI,peugeot,207i,1396,45000,319000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,6
35,QYqSzjWS,peugeot,405,1385,402000,90000000,نقرهu200cای,سالم,سالم و پلمپ,رنگu200cشدگی در ۱ ناحیه,6
36,QYqSTa2G,hyundai,elantra,2015,9000,1200000000,کرم,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,6
37,QYqaTUh3,paykan,pickup,1388,300000,85000000,سفید,سالم,,رنگu200cشدگی، در چند ناحیه,12
38,QYa6QmZm,mvm,x33s,1400,10000,169000000,نوکu200cمدادی,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,12
39,QYqawh5Z,samand,lx,1398,41000,209000000,آبی,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,6
40,QYqKDlUp,pride,sedan,1389,290000,67500000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,3
41,QYDt5bim,zamyad,z-24,1400,0,287000000,آبی,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,12
42,QYjmTmQu,renault,tondar-90,1397,13000,360000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,9
43,QYoOLlZ9,peugeot,207i,1399,10000,330000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,10
44,QYk6dFVt,hyundai,santafe-ix45,2015,48000,1530000000,سفید صدفی,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,7
45,QYqOjiv_,daewoo,matiz,1381,60000,45000000,بژ,سالم,سالم و پلمپ,دوررنگ,5
46,QYqCDZe_,hyundai,azera-grandeur,2008,185000,579000000,مشکی,سالم,سالم و پلمپ,رنگu200cشدگی، در ۲ ناحیه,11
47,QYmuTsYW,peugeot,206,1392,175000,137000000,سفید,سالم,سالم و پلمپ,خط و خش جزیی,8
48,QYqKDgPx,shahin,g,1400,100,350000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,12
49,QYqCT_Mw,peugeot,405,1381,404000,57000000,یشمی,سالم,سالم و پلمپ,دوررنگ,4
50,QYqeVzk9,peugeot,405,1395,190000,120000000,زرد,سالم,,رنگu200cشدگی، در چند ناحیه,12
51,QYqWVxqd,renault,sandero-stepway,1396,35000,496000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,6
52,QYqWFuRh,lexus,nx-200t,2016,40000,3000000000,تیتانیوم,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,10
53,QYqmVogX,paykan,petrol,1383,13000,110000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,10
54,QYq-lkyn,kia,rio-ir,1385,370,120000000,نوکu200cمدادی,سالم,سالم و پلمپ,خط و خش جزیی,5
55,QYjqNjzP,pride,131,1394,155100,112000000,سفید,سالم,سالم و پلمپ,رنگu200cشدگی در ۱ ناحیه,5
56,QYq21FXR,mvm,x33,1394,25000,350000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,7
57,QYqKWe5l,peugeot,405,1396,56000,180000000,نوکu200cمدادی,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,9
58,QYqKmaaD,hyundai,avante,1386,250,295000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,6
59,QYqK2Cng,peugeot,206,1384,300000,115000000,خاکستری,سالم,سالم و پلمپ,خط و خش جزیی,9
60,QYqW2ViU,peugeot,405,1395,82000,140000000,خاکستری,سالم,,تصادفی,12
61,QYqOGTpy,peugeot,207i,1399,23000,315000000,خاکستری,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,8
62,QYqO2QWD,mvm,x33,1393,105000,285000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,2
63,QYqiGmRN,tiba,sedan,1400,2000,167000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,10
64,QYqOmIPY,peugeot,pars,1399,4000,269000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,12
65,QYrSF2t1,kia,cerato-ir,1397,72000,720000000,مشکی,سالم,سالم و پلمپ,خط و خش جزیی,10
66,QYrO1rBV,samand,soren-plus,1400,0,310000000,مشکی,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,12
67,QYrW1d1o,pride,sedan,1389,180000,68000000,خاکستری,سالم,سالم و پلمپ,رنگu200cشدگی، در ۱ ناحیه,12
68,QYrW1pdr,mercedes-benz,e-class-coupe,2012,134000,2950000000,مشکی,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,11
69,wX5LnLZy,chery,arrizo-6,1400,0,262000000,مشکی,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,12
70,QYrK1k6b,bmw,x4,2017,80000,4000000000,مشکی,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,12
71,QYra1jHd,dena,basic,1395,127000,245000000,مشکی,سالم,,سالم و بیu200cخط و خش,4
72,QYrSFUt9,jac,s5,1397,36000,690000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,10
73,QY3gAPvY,quick,manual,1400,0,185000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,12
74,QYrWJNDu,peugeot,405,1394,115000,176000000,نقرهu200cای,سالم,سالم و پلمپ,صافکاری بیu200cرنگ، در ۱ ناحیه,5
75,QYre5EcG,peugeot,pars,1389,200000,110000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,7
76,QYraZtuZ,nissan,patrol-4-door,1376,240000,240000000,یشمی,سالم,سالم و پلمپ,دوررنگ,6
77,QYrap4uW,peugeot,pars,1399,0,269000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,1
78,QYrS5xLQ,great-wall,c30,1391,160000,198000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,12
79,QYraZwCe,haima,s7-plus,1400,0,800000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,12
80,QYraZ0wd,peugeot,pars,1394,113000,187000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,11
81,QYrSpMgs,peugeot,405,1396,108000,152000000,خاکستری,سالم,,,6
82,QYrSJfFW,peugeot,206,1394,170000,180000000,سفید,سالم,سالم و پلمپ,رنگu200cشدگی، در ۲ ناحیه,6
83,QYrO5Pcz,hyundai,santafe-ix45,2015,80000,1420000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,10
84,QYrK5yxb,renault,tondar-90,1395,110000,270000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,5
85,QYrSZ_XO,peugeot,405,1396,190000,175000000,زرد,سالم,,,6
86,QYrK5bwh,pride,131,1392,190,95000000,سفید,سالم,,سالم و بیu200cخط و خش,7
87,QYraZEcS,chery,tiggo-7,1398,6000,915000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,1
88,QYreJpgE,pride,132,1390,200000,69000000,سفید صدفی,سالم,,رنگu200cشدگی در ۱ ناحیه,9
89,QYreJkGx,peugeot,206-sd,1400,15000,299000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,4
90,QYrioI_A,kia,cerato,2012,123000,535000000,مشکی,سالم,سالم و پلمپ,خط و خش جزیی,12
91,QYrS5KE4,peugeot,pars,1400,4100,276000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,9
92,QYrSJDZT,peugeot,206,1389,230000,162000000,نقرهu200cای,سالم,سالم و پلمپ,رنگu200cشدگی در ۱ ناحیه,9
93,QYrOJ-Ch,peugeot,207i,1399,15,323000000,خاکستری,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,2
94,QYrOpyrF,citroen,xantia,1386,190000,150000000,نقرهu200cای,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,10
95,QYrK6yiT,pride,131,1398,70000,130000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,6
96,QYrKKixZ,peugeot,206,1400,300,268000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,7
97,QYhKbAFM,mvm,x22,1400,0,580000000,آلبالویی,سالم,,,12
98,QYrSaYam,jac,s5,1396,33,630000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,5
99,QYrG6hC2,mitsubishi,asx,2013,130000,850000000,مشکی,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,6
100,QYrC66gU,peugeot,206,1398,26000,215000000,سفید,سالم,سالم و پلمپ,رنگu200cشدگی در ۳ ناحیه,6
101,QYlGve7k,hyundai,genesis-coupe,2011,190000,740000000,زرد,سالم,سالم و پلمپ,رنگu200cشدگی در ۲ ناحیه,6
102,QYrCayIN,peugeot,pars,1391,270000,160000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,8
103,QYrC6hld,paykan,pickup,1393,130000,120000000,سفید,سالم,سالم و پلمپ,خط و خش جزیی,3
104,QYrKKlGM,samand,lx,1398,32000,200000000,خاکستری,سالم,سالم و پلمپ,رنگu200cشدگی در ۲ ناحیه,7
105,QYnGH7mN,pride,131,1398,55000,115000000,نقرهu200cای,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,5
106,QYraR-vR,peugeot,206,1394,83000,183000000,بادمجانی,سالم,سالم و پلمپ,رنگu200cشدگی، در ۲ ناحیه,10
107,QYrCKDDm,toyota,prado-4door,2005,270000,1300000000,سفید,سالم,سالم و پلمپ,رنگu200cشدگی، در ۱ ناحیه,12
108,QYrKaD-n,pride,sedan,1380,350000,33500000,یشمی,سالم,سالم و پلمپ,رنگu200cشدگی، در ۲ ناحیه,11
109,QYr-5C2W,peugeot,405,1384,160000,90000000,نقرهu200cای,سالم,سالم و پلمپ,خط و خش جزیی,10
110,QYbKP38Y,pride,131,1396,56000,125000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,1
111,QYr2Jr9T,renault,tondar-90,1391,200000,200000000,مشکی,,سالم و پلمپ,رنگu200cشدگی در ۲ ناحیه,2
112,QYrCqw8f,tiba,sedan,1397,55000,162000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,9
113,QYr6pfg8,kmc,t8,1399,0,960000000,مشکی,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,12
114,QYr2Jbi9,peugeot,206,1398,33000,230000000,سفید,سالم,سالم و پلمپ,خط و خش جزیی,3
115,QYr-JQTx,rigan,coupa,1398,0,1650000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,12
116,QYr-JU-Q,peugeot,206,1396,54000,210000000,سفید,سالم,سالم و پلمپ,صافکاری بیu200cرنگ,8
117,QYr-pdjr,peugeot,206-sd,1390,270000,145000000,نوکu200cمدادی,سالم,سالم و پلمپ,رنگu200cشدگی، در ۱ ناحیه,8
118,QYryZ2rX,pride,132,1394,85000,115000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,1
119,QYpGBtA8,pride,131,1397,20000,132000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,1
120,QYruZbsO,dena,basic,1398,14000,260000000,سفید,سالم,,صافکاری بیu200cرنگ,6
121,QYru5BD3,pride,131,1390,190000,94000000,نوکu200cمدادی,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,12
122,QYr6BQHZ,lifan,x60,1394,68000,260000000,مشکی,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,8
123,QYrqpLON,haima,s7,1398,25,717000000,مشکی,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,3
124,QYry5jsG,peugeot,206-sd,1399,3000,291000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,10
125,QYmOSxts,renault,tondar-90,1391,148000,212000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,11
126,QYrqpLC4,samand,lx,1391,200000,103000000,آبی,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,4
127,QYjCmcdl,fidelity,prime,1400,0,1070000000,خاکستری,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,9
128,QYrqJCNy,samand,lx,1396,55000,195000000,سفید,سالم,سالم و پلمپ,رنگu200cشدگی در ۲ ناحیه,4
129,QYrqZHlI,zamyad,z-24,1397,58000,237000000,آبی,سالم,سالم و پلمپ,رنگu200cشدگی در ۱ ناحیه,12
130,QYoGYZ0m,hyundai,tucson-ix35,2011,136000,915000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,11
131,QYri57i7,haima,s5,1397,84000,550000000,سفید,سالم,سالم و پلمپ,خط و خش جزیی,1
132,QYriJ6xT,peugeot,206,1394,70000,210000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,2
133,QYrmZ0AO,land-rover,ir,1370,100000,99000000,سرمهu200cای,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,9
134,QYre599b,proton,viera,1386,100000,143000000,نقرهu200cای,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,9
135,QYrq5lqA,pride,131,1396,70000,126000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,10
136,QYrm5jVU,peugeot,206,1396,40000,190000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,4
137,QYriJdBI,renault,sandero-stepway,1397,31000,450000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,12
138,QYreJS8K,peugeot,pars,1399,60000,250000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,8
139,QYraJggs,peugeot,pars,1399,24000,264000000,سفید صدفی,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,7
140,QYrap4e_,peugeot,207i,1398,50000,315000000,نوکu200cمدادی,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,2
141,QYreZ1zB,zamyad,z-24,1399,30000,275000000,آبی,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,7
142,QYrSZOaE,jac,s3,1397,75000,455000000,سفید,سالم,,,5
143,QYrG5-Dl,pride,131,1396,40000,125000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,10
144,QYrO5zi0,pride,111,1393,160000,101000000,سفید,سالم,سالم و پلمپ,رنگu200cشدگی، در ۱ ناحیه,6
145,QYrOJ_GC,hyundai,santafe-ix45,2016,53000,1700000000,سفید صدفی,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,7
146,QYrOZ2Su,lifan,x60,1395,120000,280000000,نوکu200cمدادی,سالم,سالم و پلمپ,رنگu200cشدگی، در چند ناحیه,5
147,QYrO5BiD,peugeot,pars,1399,13000,242000000,خاکستری,سالم,سالم و پلمپ,رنگu200cشدگی، در ۱ ناحیه,2
148,QYrG59Zt,samand,lx,1390,280000,90000000,نوکu200cمدادی,سالم,سالم و پلمپ,دوررنگ,11
149,QYrGZ2DM,pride,sedan,1383,250000,39000000,سفید,سالم,سالم و پلمپ,رنگu200cشدگی در ۱ ناحیه,12
150,QYr6oDaA,pride,sedan,1386,300000,56000000,نقرهu200cای,سالم,سالم و پلمپ,دوررنگ,8
151,QYrCJESP,renault,talisman,2018,20000,1620000000,خاکستری,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,10
152,QYr-Itaw,kia,cerato-ir,1396,70000,750000000,نوکu200cمدادی,سالم,سالم و پلمپ,خط و خش جزیی,9
153,QYrCZ--h,peugeot,pars,1393,152000,147000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,9
154,QYrG5bIA,peugeot,206,1399,11000,295000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,11
155,QYrCZzBY,peugeot,405,1398,52300,220000000,نوکu200cمدادی,سالم,,سالم و بیu200cخط و خش,7
156,QYr6YtTH,kia,mohave,2009,159000,1150000000,قهوهu200cای,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,7
157,QYr6YjpZ,peugeot,405,1392,130000,112000000,خاکستری,سالم,سالم و پلمپ,دوررنگ,10
158,QYr64ku0,mvm,530,1393,120000,195000000,سفید صدفی,سالم,سالم و پلمپ,خط و خش جزیی,4
159,QYr6YPnj,peugeot,206,1396,90000,195000000,سفید صدفی,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,6
160,QYr-4Nxj,runna,lx,1393,217000,128000000,آلبالویی,سالم,,رنگu200cشدگی، در چند ناحیه,6
161,QYraovSJ,renault,tondar-90,1396,51000,252000000,سفید,,,سالم و بیu200cخط و خش,6
162,QYr24Ggo,jac,s5,1396,130000,585000000,مشکی,سالم,سالم و پلمپ,خط و خش جزیی,2
163,QYr2II-o,hyundai,tucson-ix35,2013,67000,1100000000,مشکی,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,11
164,QYrqYKNC,hyundai,elantra,2014,69000,740000000,مشکی,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,4
165,QYryY0Nw,bmw,6-series-convertible,2009,104000,1550000000,سرمهu200cای,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,11
166,QYrmIN73,paykan,pickup,1388,210000,85000000,سفید,سالم,,سالم و بیu200cخط و خش,11
167,QYry4hh_,hyundai,tucson-ix35,2015,47,1300000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,12
168,QYry4fkH,samand,lx,1391,22000,130000000,سفید,سالم,سالم و پلمپ,رنگu200cشدگی در ۲ ناحیه,4
169,QYTK9VlV,delica,van,1386,246000,75000000,سفید,سالم,سالم و پلمپ,دوررنگ,1
170,QYryYNVc,pride,111,1398,15000,145000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,2
171,QYryYIxf,peugeot,206,1396,114000,230000000,مشکی,سالم,سالم و پلمپ,خط و خش جزیی,9
172,QYreazg-,pride,sedan,1382,339000,30500000,یشمی,نیاز به تعمیر,ضربهu200cخورده,دوررنگ,9
173,QYra6q58,peugeot,pars,1392,120000,159000000,خاکستری,سالم,سالم و پلمپ,خط و خش جزیی,9
174,QYrWqZ0J,renault,sandero,1397,45000,419000000,آبی,سالم,سالم و پلمپ,صافکاری بیu200cرنگ,5
175,QYeSzqcm,renault,megan,2006,220000,920000000,مشکی,سالم,سالم و پلمپ,خط و خش جزیی,6
176,QYrSqeWI,pride,131,1390,220000,73000000,نوکu200cمدادی,سالم,,دوررنگ,1
177,QYra6xsb,peugeot,207i,1399,15000,347000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,6
178,QYrOKpZk,peugeot,206,1396,80000,200000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,6
179,QYraqrCp,kia,cerato,2012,123000,530000000,مشکی,سالم,سالم و پلمپ,صافکاری بیu200cرنگ,12
180,QYrKKpQf,quick,manual,1400,0,195000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,12
181,QYrSqHuQ,baic,sabrina,2014,100000,225000000,بژ,سالم,سالم و پلمپ,خط و خش جزیی,9
182,QYU2PD3g,dena,plus,1397,32000,365000000,مشکی,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,7
183,QYrOqUST,paykan,pickup,1392,314000,105000000,سفید,سالم,سالم و پلمپ,صافکاری بیu200cرنگ، در ۱ ناحیه,11
184,QYrW6Uly,peugeot,206,1399,18000,248000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,3
185,QYO5gBnp,renault,megan-ir,1391,138000,480000000,مشکی,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,11
186,QYrOaEBr,hyundai,verna,1389,270000,189000000,نقرهu200cای,سالم,سالم و پلمپ,رنگu200cشدگی در ۱ ناحیه,11
187,QYrC61PA,peugeot,pars,1388,200000,123000000,خاکستری,سالم,سالم و پلمپ,خط و خش جزیی,6
188,QYrCa_2_,jeep,sahra,1998,20000,150000000,مشکی,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,6
189,QYrOqHT1,renault,pickup,1395,115000,300000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,8
190,QYr-Z_qg,nissan,maxima-ir,1384,250000,440000000,سفید,سالم,سالم و پلمپ,رنگu200cشدگی، در ۱ ناحیه,7
191,QYr-Z-hl,paykan,bi-fuel(cng),1383,360000,20000000,سفید,سالم,,,2
192,QYrGa3tI,samand,soren,1387,300000,127000000,سفید,سالم,سالم و پلمپ,صافکاری بیu200cرنگ، در ۲ ناحیه,5
193,QYr-Jgrv,jac,s5,1399,10000,740000000,مشکی,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,8
194,QYrGql7l,shahin,g,1400,4500,340000000,سفید صدفی,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,8
195,QYrGqhPu,zamyad,padra-plus,1400,280,343000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,11
196,QYry1y8z,peugeot,207i,1396,69000,265000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,4
197,QYr-pydb,renault,tondar-90,1396,120000,270000000,سفید صدفی,سالم,,,4
198,QYh-9ZKf,mitsubishi,,1992,201000,380000000,مشکی,سالم,سالم و پلمپ,دوررنگ,7
199,QYrujsup,paykan,pickup,1393,75000,126800000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,4
200,QYryZNy_,mercedes-benz,e-class,1366,270000,180000000,طوسی,سالم,سالم و پلمپ,دوررنگ,8
201,QYF2DcGY,haima,s7,1397,25000,750000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,5
202,QYru5Hde,pride,131,1399,30000,150000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,6
203,QYr65HNs,peugeot,206,1400,500,259000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,11
204,QYruZHo4,pride,131,1392,175000,99000000,سفید,سالم,,خط و خش جزیی,10
205,QYryJZtu,peugeot,pars,1395,70000,245000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,8
206,QYrq5tvL,peugeot,pars,1396,31000,285000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,12
207,QYrqprxL,peugeot,405,1383,260000,75000000,یشمی,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,6
208,QYryJx3h,kia,sportage,2016,112000,1450000000,سفید,سالم,سالم و پلمپ,رنگu200cشدگی، در ۱ ناحیه,3
209,QYryJsua,peugeot,pars,1389,314000,149000000,سفید صدفی,سالم,سالم و پلمپ,رنگu200cشدگی در ۴ ناحیه,2
210,QYrmJnQ-,renault,tondar-90,1393,160000,290000000,مشکی,سالم,سالم و پلمپ,صافکاری بیu200cرنگ، در ۱ ناحیه,9
211,QYra5_Vo,peugeot,pars,1394,190000,230000000,قهوهu200cای,سالم,سالم و پلمپ,خط و خش جزیی,9
212,QYrqJvyu,peugeot,405,1391,190000,145000000,نقرهu200cای,سالم,سالم و پلمپ,خط و خش جزیی,10
213,QYre5w3l,renault,tondar-90,1389,153000,160000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,6
214,QYrep1t2,nissan,maxima-ir,1389,200000,850000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,6
215,QYreJiDt,peugeot,405,1387,240000,97000000,نقرهu200cای,سالم,سالم و پلمپ,رنگu200cشدگی، در ۲ ناحیه,2
216,QYra5IYb,pride,131,1393,103000,108000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,11
217,QYrepSew,toyota,camry,2007,196000,615000000,آبی,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,12
218,QYrWJulR,nissan,patrol-4-door,1372,260000,260000000,سرمهu200cای,سالم,سالم و پلمپ,خط و خش جزیی,12
219,QYrS5T8B,peugeot,206,1398,28000,225000000,سفید,سالم,سالم و پلمپ,سالم و بیu200cخط و خش,8
